,carat,cut,color,clarity,depth,table,x,y,z,price_predicted
314,1.7,6,7.14,2.5,63.4,57.0,7.54,7.57,4.79,8355.787451563077
315,2.01,8,1.42,2.5,63.4,59.0,7.95,7.99,5.05,10047.051313969752
316,0.3,4,10.0,5.0,62.2,54.0,4.31,4.28,2.67,810.1514064915809
317,0.55,6,8.57,5.0,61.6,60.0,5.23,5.27,3.23,1871.8113466501
318,0.33,10,8.57,8.75,59.7,58.0,4.52,4.49,2.69,1294.5166748027787
319,1.16,4,5.71,7.5,62.0,56.0,6.75,6.71,4.17,5673.821178326545
320,1.51,6,1.42,3.75,62.9,59.0,7.25,7.29,4.57,7004.550048447296
321,0.29,4,7.14,6.25,61.6,56.0,4.26,4.31,2.64,711.6344485894315
322,0.7,6,8.57,6.25,63.4,57.0,5.63,5.67,3.58,2782.7702181695313
323,0.39,10,4.28,2.5,61.2,58.0,4.51,6.02,4.44,-5058.096026378427
324,0.52,4,8.57,5.0,61.2,56.0,5.2,5.16,3.17,1774.1096095941248
325,2.17,10,4.28,3.75,59.9,61.0,8.39,8.38,5.02,11907.695289707955
326,1.37,4,4.28,6.25,63.8,56.0,7.01,6.98,4.46,6605.049337186707
327,0.3,6,7.14,8.75,61.0,57.0,4.33,4.36,2.65,1086.6848931169825
328,1.06,10,10.0,2.5,61.6,61.0,6.59,6.53,4.04,4538.1988202512675
329,0.32,4,8.57,8.75,60.9,57.0,4.42,4.45,2.7,1286.2280498666823
330,0.32,10,5.71,5.0,61.0,59.0,4.42,4.46,2.71,498.42317335494045
331,0.2,10,10.0,5.0,61.7,60.0,3.77,3.72,2.31,362.04409870685413
332,0.7,4,4.28,5.0,61.1,57.0,5.71,5.74,3.5,2478.4060284760544
333,0.53,4,8.57,6.25,61.5,57.0,5.22,5.25,3.22,1937.4269272735128
334,0.71,4,2.85,8.75,62.4,55.0,5.69,5.76,3.57,2908.9609834689054
335,1.16,4,5.71,8.75,61.9,55.0,6.75,6.78,4.19,5804.029876328663
336,1.01,10,8.57,3.75,59.2,60.0,6.56,6.51,3.87,4521.607301706563
337,0.4,4,5.71,7.5,62.6,53.0,4.72,4.77,2.97,1286.0842610998152
338,1.51,8,7.14,2.5,62.9,55.0,7.22,7.28,4.56,7194.52532813158
339,1.04,6,2.85,2.5,61.6,58.0,6.47,6.58,4.02,3993.8889291141604
340,0.37,4,2.85,3.75,60.7,60.0,4.6,4.62,2.8,479.41414695936874
341,0.37,10,7.14,5.0,60.5,59.0,4.62,4.67,2.81,845.5273157338415
342,0.64,8,4.28,6.25,61.8,60.3,5.47,5.53,3.4,2232.5962970039745
343,2.01,6,2.85,3.75,60.8,60.0,8.12,8.15,4.95,10607.529214480337
344,1.29,4,5.71,5.0,62.5,57.0,6.89,6.92,4.35,5970.506777964123
345,1.01,6,5.71,7.5,63.4,55.0,6.41,6.34,4.04,4629.451145666828
346,2.01,10,4.28,3.75,62.7,59.0,8.08,8.03,5.05,10434.439818575442
347,0.51,6,1.42,3.75,63.3,56.0,5.12,5.02,3.21,1047.2019254328825
348,0.53,6,8.57,5.0,63.5,59.0,5.17,5.13,3.27,1694.7433236164961
349,1.01,6,5.71,5.0,63.0,56.0,6.35,6.41,4.02,4272.41334135806
350,0.31,10,8.57,8.75,62.0,59.0,4.34,4.3,2.68,1196.0162663511783
351,0.36,4,5.71,8.75,60.0,56.0,4.66,4.69,2.81,1267.934410572685
352,0.31,10,4.28,6.25,61.4,61.0,4.36,4.33,2.67,564.4884544225333
353,0.77,10,5.71,7.5,60.8,59.0,5.96,5.92,3.61,3276.968749030384
354,1.5,10,4.28,3.75,61.0,60.0,7.33,7.27,4.45,7321.8819173509055
355,0.45,6,8.57,2.5,63.2,54.0,4.94,4.82,3.09,1005.944558942505
356,0.57,4,7.14,2.5,62.2,53.0,5.34,5.4,3.34,1521.147191930917
357,1.01,8,2.85,2.5,61.8,62.0,6.28,6.35,3.9,3869.800867440319
358,0.71,2,5.71,2.5,65.6,61.0,5.46,5.37,3.55,2249.1575659873906
359,0.72,4,4.28,2.5,61.8,55.0,5.79,5.76,3.57,2227.164648303451
360,0.55,4,4.28,10.0,61.9,56.0,5.26,5.34,3.26,2355.7409967531094
361,1.01,8,7.14,3.75,63.5,59.0,6.3,6.39,4.03,4108.646987477383
362,0.32,10,4.28,6.25,61.6,59.0,4.37,4.39,2.7,616.0083065182062
363,0.94,10,8.57,2.5,62.4,58.0,6.33,6.26,3.93,3655.9432246850356
364,1.13,4,7.14,6.25,60.9,57.0,6.73,6.76,4.11,5430.013826619157
365,0.6,8,8.57,6.25,58.1,63.0,5.53,5.63,3.24,2376.5920476878036
366,1.01,4,10.0,3.75,61.2,57.0,6.44,6.47,3.95,4515.95273763313
367,0.52,6,2.85,7.5,61.9,56.0,5.16,5.18,3.2,1706.30297859846
368,0.3,4,4.28,10.0,62.2,54.0,4.34,4.37,2.71,1084.307535381331
369,0.42,10,5.71,3.75,61.7,58.0,4.8,4.76,2.95,849.5524588575026
370,0.33,4,5.71,10.0,61.7,55.0,4.45,4.47,2.75,1342.7594271937105
371,0.33,10,4.28,10.0,61.7,59.0,4.45,4.43,2.74,1179.4296070336532
372,0.52,10,5.71,7.5,61.2,59.0,5.14,5.16,3.15,1877.9143347748286
373,1.07,4,5.71,10.0,61.5,57.0,6.59,6.54,4.04,5480.1032067586875
374,0.43,10,5.71,8.75,60.9,58.0,4.88,4.91,2.98,1560.961355645075
375,0.51,4,8.57,6.25,60.9,56.0,5.16,5.22,3.16,1858.3368939642696
376,0.3,10,4.28,7.5,61.0,61.0,4.32,4.3,2.63,699.6671057648618
377,0.31,4,8.57,6.25,61.8,56.0,4.33,4.34,2.68,917.5983234839641
378,0.4,4,2.85,6.25,61.2,56.0,4.76,4.82,2.93,941.9126173133409
379,0.7,10,10.0,3.75,58.8,59.0,5.86,5.84,3.44,2698.773415717269
380,1.2,4,1.42,2.5,62.5,57.0,6.8,6.74,4.23,4930.796466754275
381,0.33,10,4.28,6.25,61.5,58.0,4.39,4.46,2.72,671.6199552467733
382,0.74,8,4.28,5.0,57.5,57.0,5.94,6.01,3.44,2870.648018858732
383,0.42,4,7.14,8.75,62.0,55.0,4.8,4.84,2.99,1646.3940348983815
384,0.41,4,5.71,6.25,61.6,57.0,4.77,4.74,2.93,1205.877694797975
385,0.39,4,7.14,6.25,62.3,57.0,4.65,4.69,2.91,1158.7625235181476
386,1.5,6,4.28,3.75,62.9,57.0,7.24,7.28,4.57,7101.148073300732
387,0.33,4,8.57,5.0,61.5,55.0,4.47,4.5,2.76,794.0815984413512
388,1.0,4,5.71,2.5,62.8,57.0,6.37,6.31,3.98,3949.5772245139397
389,1.23,10,5.71,5.0,61.6,58.0,6.91,6.85,4.24,5716.366105251229
390,0.71,4,5.71,7.5,61.5,57.0,5.73,5.75,3.53,2956.328264908412
391,0.5,10,5.71,3.75,62.2,60.0,5.07,5.03,3.14,1225.936730384752
392,0.36,4,8.57,7.5,61.9,55.0,4.57,4.61,2.84,1287.9175553137484
393,0.34,4,7.14,8.75,61.7,55.0,4.51,4.5,2.78,1297.7051806243198
394,0.72,4,8.57,2.5,62.3,54.0,5.75,5.78,3.59,2458.269066930052
395,1.24,4,4.28,2.5,59.5,61.0,6.98,7.03,4.17,5544.343248924744
396,0.43,10,7.14,8.75,60.3,58.0,4.88,4.91,2.95,1679.4255939214308
397,0.9,10,2.85,5.0,61.8,59.0,6.15,6.21,3.82,3460.4202070782267
398,1.11,10,10.0,1.25,61.9,58.0,6.63,6.66,4.11,4666.812510275697
399,0.52,6,8.57,5.0,62.3,57.0,5.1,5.17,3.2,1685.7447187446614
400,1.05,6,8.57,3.75,62.2,56.0,6.49,6.56,4.06,4548.192496720192
401,0.4,4,10.0,7.5,61.3,56.0,4.78,4.75,2.92,1582.674237432875
402,0.31,4,7.14,5.0,62.3,57.0,4.34,4.3,2.69,668.2876406123378
403,0.43,4,7.14,10.0,62.0,56.0,4.87,4.84,3.01,1884.7896806954632
404,0.54,4,8.57,6.25,62.0,56.0,5.26,5.23,3.25,2008.4924591101353
405,0.65,10,10.0,7.5,59.9,58.0,5.69,5.63,3.39,2889.191034128462
406,0.71,8,2.85,7.5,63.6,57.0,5.69,5.66,3.61,2636.781864626726
407,0.31,8,7.14,5.0,63.9,56.0,4.29,4.32,2.75,589.6323467124766
408,0.51,6,8.57,5.0,61.3,60.0,5.11,5.16,3.15,1639.9038617707702
409,0.6,4,4.28,2.5,61.7,54.0,5.44,5.48,3.37,1536.360906214899
410,0.52,4,5.71,3.75,62.6,56.0,5.16,5.13,3.22,1371.8245715363246
411,1.54,4,1.42,5.0,61.9,57.0,7.39,7.5,4.6,7456.788034307925
412,0.3,4,8.57,7.5,61.7,55.0,4.31,4.28,2.65,1068.6721121319624
413,0.7,6,8.57,5.0,61.2,59.0,5.69,5.72,3.49,2722.398011129346
414,0.9,4,8.57,5.0,62.1,57.0,6.15,6.18,3.83,3869.206480191633
415,1.01,6,10.0,3.75,62.9,59.0,6.39,6.43,4.03,4333.920650819498
416,1.56,4,7.14,3.75,61.2,57.0,7.52,7.48,4.59,7850.818155929455
417,0.31,4,7.14,3.75,62.3,56.0,4.32,4.35,2.7,472.3247396048191
418,0.39,4,5.71,3.75,61.4,55.0,4.7,4.74,2.9,735.459848662842
419,1.03,10,10.0,2.5,62.5,54.0,6.5,6.42,4.04,4334.643369767697
420,0.7,4,8.57,5.0,61.4,57.0,5.76,5.8,3.55,2673.5640038774964
421,1.05,10,2.85,1.25,61.8,56.0,6.53,6.48,4.02,3910.7281836696893
422,0.53,4,7.14,5.0,61.3,55.0,5.22,5.25,3.21,1705.1205923934922
423,1.0,10,7.14,5.0,60.7,58.0,6.45,6.36,3.89,4480.9336729811785
424,0.53,10,4.28,3.75,59.4,60.0,5.26,5.24,3.12,1374.5364848581648
425,1.0,8,4.28,2.5,63.9,55.0,6.41,6.34,4.07,3706.3934787041653
426,2.02,4,4.28,2.5,62.7,57.0,8.05,8.0,5.03,10443.4548806914
427,1.08,6,5.71,2.5,63.2,57.0,6.54,6.5,4.12,4353.158180337912
428,0.77,4,7.14,3.75,61.5,56.0,5.89,5.95,3.64,2853.9837253426085
429,0.33,10,4.28,5.0,60.4,60.0,4.52,4.48,2.72,473.92485769601626
430,0.41,4,7.14,5.0,60.0,56.0,4.82,4.88,2.91,1112.1313965482186
431,0.3,4,7.14,5.0,62.1,55.0,4.26,4.31,2.66,617.5815110659623
432,1.01,8,8.57,2.5,61.4,64.0,6.29,6.42,3.9,4193.439670181209
433,0.74,10,8.57,5.0,62.7,58.0,5.77,5.72,3.6,2872.3735494469074
434,0.55,6,8.57,3.75,64.2,55.0,5.18,5.2,3.33,1627.8120971512562
435,0.51,4,8.57,6.25,62.0,57.0,5.11,5.15,3.18,1834.9724009953152
436,1.0,6,5.71,7.5,62.3,58.0,6.39,6.45,4.0,4567.528206500572
437,0.55,6,8.57,7.5,60.8,55.0,5.26,5.33,3.22,2252.9791359030696
438,2.0,4,4.28,5.0,62.4,55.0,8.03,7.94,4.99,10709.139343894085
439,0.32,4,8.57,5.0,60.2,57.0,4.51,4.46,2.7,767.7099301990547
440,0.31,10,10.0,3.75,62.1,58.0,4.33,4.3,2.68,601.603935113535
441,0.34,10,7.14,5.0,60.7,60.0,4.5,4.46,2.72,735.0670009094756
442,0.32,4,5.71,6.25,61.9,55.0,4.43,4.39,2.73,784.1243736484012
443,0.7,6,2.85,2.5,58.8,60.0,5.8,5.83,3.42,2131.2688217766063
444,0.31,10,8.57,6.25,61.9,58.0,4.31,4.32,2.67,862.5622953974289
445,0.73,10,7.14,2.5,59.5,62.0,5.89,5.84,3.49,2496.2402648565876
446,1.3,10,7.14,6.25,62.5,58.0,6.97,6.94,4.35,6336.210662333413
447,0.32,4,5.71,10.0,62.9,55.0,4.41,4.37,2.76,1296.2046758760862
448,2.01,4,4.28,5.0,63.0,55.0,8.03,7.97,5.04,10694.965266827776
449,0.5,4,4.28,3.75,61.9,56.0,5.08,5.13,3.16,1179.5477982789107
450,0.52,6,5.71,3.75,63.3,57.0,5.11,5.08,3.22,1361.4838611461837
451,0.73,4,5.71,3.75,62.1,54.0,5.81,5.76,3.59,2559.2826726287476
452,1.0,10,4.28,5.0,59.7,59.0,6.57,6.52,3.91,4297.210575757088
453,0.53,4,5.71,6.25,61.5,57.0,5.26,5.21,3.22,1783.1274528227714
454,0.34,4,8.57,3.75,62.9,56.0,4.48,4.45,2.81,675.3489173585949
455,0.54,4,4.28,3.75,61.0,56.0,5.24,5.28,3.21,1423.4643204766307
456,0.73,10,10.0,5.0,60.9,59.0,5.82,5.77,3.53,2971.126961997854
457,0.5,4,1.42,5.0,62.5,53.0,5.09,5.12,3.19,1178.1660907859768
458,0.33,6,5.71,3.75,63.2,57.0,4.44,4.39,2.79,439.6914312551471
459,2.09,8,2.85,3.75,57.9,63.0,8.37,8.46,4.87,11523.774837084633
460,0.55,4,8.57,6.25,61.9,55.0,5.3,5.24,3.25,2128.277782012303
461,1.01,4,8.57,5.0,61.3,57.0,6.49,6.46,3.97,4585.849617954196
462,1.26,4,5.71,8.75,62.1,57.0,7.01,6.91,4.32,6436.198191334008
463,0.5,6,8.57,3.75,63.3,59.0,5.03,4.99,3.17,1420.7999684949718
464,0.4,10,7.14,5.0,62.1,58.0,4.71,4.76,2.94,954.6547025477703
465,0.61,4,8.57,5.0,61.4,56.0,5.47,5.51,3.37,2210.047222315903
466,0.41,4,7.14,7.5,61.7,57.0,4.8,4.73,2.94,1466.9386604566898
467,0.5,4,5.71,5.0,61.6,55.0,5.11,5.14,3.16,1443.0368710722778
468,1.11,10,8.57,5.0,62.2,58.0,6.61,6.64,4.12,5071.31520749224
469,1.22,4,7.14,5.0,62.6,56.0,6.8,6.78,4.25,5747.92510542882
470,0.33,4,7.14,6.25,61.2,56.0,4.46,4.49,2.74,891.2308383050222
471,1.51,8,4.28,3.75,62.2,61.0,7.25,7.32,4.53,7214.696564547501
472,0.71,10,7.14,3.75,60.4,58.0,5.8,5.83,3.51,2497.467811609129
473,0.23,4,7.14,7.5,60.3,57.0,3.99,4.03,2.42,636.6616115045181
474,0.6,10,8.57,2.5,62.0,59.0,5.41,5.37,3.34,1759.695776332619
475,0.55,8,2.85,7.5,61.0,61.0,5.32,5.36,3.26,1788.4286824825613
476,0.91,4,7.14,3.75,60.2,57.0,6.29,6.34,3.8,3773.102727664849
477,1.2,6,8.57,3.75,61.8,56.0,6.75,6.82,4.19,5576.180010139582
478,0.54,4,4.28,2.5,61.2,56.0,5.27,5.24,3.21,1286.8575624385903
479,1.09,8,7.14,3.75,61.0,64.0,6.58,6.63,4.03,4766.068124072419
480,0.49,10,4.28,2.5,59.9,59.0,5.17,5.12,3.08,961.1723725290794
481,0.35,4,5.71,8.75,61.7,55.0,4.54,4.57,2.81,1243.8770929880957
482,1.28,10,5.71,7.5,62.1,58.0,6.96,6.91,4.31,6338.121572369129
483,0.39,4,2.85,10.0,62.3,54.0,4.69,4.71,2.93,1420.0897794465964
484,1.02,8,4.28,2.5,63.7,58.0,6.28,6.24,3.99,3925.1692939120385
485,1.01,8,8.57,2.5,63.7,58.0,6.32,6.36,4.04,4023.91598688912
486,1.0,8,8.57,3.75,63.2,57.0,6.36,6.39,4.03,4155.1680885925925
487,1.19,10,4.28,6.25,62.4,59.0,6.79,6.73,4.22,5479.318733492242
488,1.54,10,4.28,5.0,62.1,62.0,7.38,7.31,4.56,7593.652795060812
489,0.57,4,5.71,7.5,61.7,56.0,5.3,5.33,3.28,2182.3360232206433
490,0.91,4,5.71,3.75,62.1,57.0,6.2,6.23,3.86,3564.9122178836697
491,2.31,10,2.85,2.5,58.8,58.0,8.7,8.64,5.1,12770.631546317645
492,0.6,6,5.71,3.75,63.5,59.9,5.28,5.3,3.36,1748.6146112864244
493,0.32,6,4.28,8.75,61.2,57.0,4.39,4.42,2.69,1039.0623648111923
494,1.0,10,8.57,5.0,62.9,58.0,6.36,6.29,3.98,4394.964273733973
495,0.42,4,8.57,5.0,62.1,56.0,4.8,4.77,2.97,1256.2577468290874
496,0.23,4,5.71,10.0,62.8,55.0,3.93,3.96,2.48,930.2315669980308
497,0.23,8,10.0,7.5,61.8,65.0,3.9,3.93,2.42,762.4499232618582
498,0.5,4,5.71,3.75,61.7,57.0,5.06,5.08,3.13,1296.3766074923296
499,1.02,8,4.28,2.5,58.6,64.0,6.32,6.26,3.68,4409.155545946189
500,0.7,10,10.0,6.25,61.2,60.0,5.69,5.71,3.49,2929.289429812441
501,1.23,6,5.71,2.5,60.8,59.0,6.88,6.97,4.21,5440.359026182548
502,0.3,6,5.71,3.75,61.6,59.0,4.26,4.28,2.63,332.6586726215919
503,1.53,6,4.28,3.75,63.4,55.0,7.3,7.34,4.64,7248.1178904470235
504,0.33,4,5.71,5.0,62.3,55.0,4.42,4.47,2.77,625.0568533055539
505,0.57,4,10.0,6.25,61.1,57.0,5.33,5.37,3.27,2269.0058913559533
506,0.42,4,10.0,3.75,62.3,57.0,4.8,4.77,2.98,1150.495741603856
507,0.41,4,5.71,3.75,62.2,56.0,4.77,4.75,2.96,841.7040137802069
508,2.01,6,2.85,5.0,63.8,59.0,7.89,7.85,5.02,10530.015464436083
509,0.31,4,5.71,7.5,61.8,54.0,4.36,4.38,2.7,911.3092932958807
510,1.0,2,2.85,3.75,67.9,62.0,6.19,6.03,4.15,3638.3377380972415
511,0.31,4,8.57,3.75,61.1,55.0,4.36,4.41,2.68,552.2945332495965
512,0.76,8,1.42,6.25,62.6,61.9,5.7,5.75,3.58,2761.0899109174316
513,0.41,8,8.57,2.5,63.5,55.0,4.69,4.73,2.99,783.0381521872223
514,1.12,10,5.71,3.75,59.8,58.0,6.79,6.76,4.05,4992.007492427418
515,1.08,6,7.14,2.5,63.3,59.0,6.48,6.44,4.09,4456.088252691561
516,0.71,4,2.85,7.5,60.7,57.0,5.76,5.8,3.51,2807.5926115048987
517,0.7,4,8.57,3.75,61.9,55.0,5.74,5.77,3.56,2511.0116637171413
518,0.9,10,1.42,7.5,62.5,61.0,6.15,6.08,3.82,3727.826661485058
519,0.33,8,7.14,5.0,63.2,56.0,4.39,4.41,2.78,686.5881919309813
520,2.45,4,7.14,2.5,62.0,55.0,8.67,8.64,5.36,13617.963728779161
521,0.65,4,5.71,6.25,60.6,60.0,5.58,5.61,3.39,2469.0503291385194
522,1.0,6,10.0,2.5,63.7,55.0,6.32,6.37,4.04,4083.567951250903
523,1.02,6,8.57,3.75,63.1,61.0,6.42,6.35,4.03,4322.038141170331
524,1.01,4,7.14,2.5,60.8,55.0,6.52,6.48,3.95,4219.399562263168
525,0.8,8,5.71,3.75,63.9,57.0,5.84,5.81,3.72,2849.49342837712
526,0.42,4,8.57,5.0,62.0,55.0,4.82,4.8,2.98,1250.0146182717326
527,0.44,10,7.14,2.5,62.8,60.0,4.86,4.82,3.04,804.6537036492882
528,0.76,4,8.57,6.25,60.5,56.0,5.94,5.99,3.61,3259.935663767854
529,0.3,6,10.0,6.25,63.5,55.0,4.24,4.29,2.71,915.81079428665
530,0.75,10,8.57,5.0,59.9,61.0,5.97,5.91,3.56,3002.6284913794225
531,0.31,4,7.14,5.0,61.6,56.0,4.39,4.35,2.69,659.1722728709301
532,1.47,10,2.85,2.5,61.6,59.0,7.29,7.32,4.5,6714.405870538774
533,1.12,10,2.85,6.25,59.6,58.0,6.82,6.77,4.05,5174.147598676065
534,0.3,4,5.71,6.25,62.3,56.0,4.32,4.29,2.68,697.7066156727651
535,0.23,6,4.28,10.0,63.9,55.0,3.89,3.9,2.49,863.9715330992785
536,0.71,6,4.28,3.75,63.1,56.0,5.62,5.69,3.57,2259.8898103656084
537,1.01,10,5.71,2.5,61.1,58.0,6.39,6.37,3.9,4085.9610759964216
538,0.26,8,8.57,10.0,59.6,61.0,4.13,4.16,2.47,1158.7493553043914
539,1.23,10,5.71,7.5,59.6,59.0,6.98,6.95,4.15,6251.237164913589
540,0.75,6,8.57,3.75,63.4,57.0,5.77,5.75,3.65,2746.374711257962
541,1.11,4,5.71,5.0,62.2,55.0,6.67,6.61,4.13,4988.977668650425
542,0.55,6,1.42,5.0,62.9,54.0,5.23,5.29,3.31,1374.2438579689315
543,0.91,10,5.71,6.25,62.2,58.0,6.22,6.12,3.85,3855.916631986531
544,1.02,6,4.28,2.5,63.5,58.0,6.34,6.38,4.04,3865.252853246997
545,2.2,6,4.28,2.5,63.3,57.0,8.28,8.17,5.21,11550.447901523583
546,0.33,4,8.57,3.75,59.6,57.0,4.49,4.53,2.69,645.4890000642281
547,0.3,10,10.0,3.75,62.5,59.0,4.26,4.22,2.65,568.8429863375441
548,1.0,2,4.28,2.5,69.5,55.0,6.17,6.1,4.26,3429.8514364550265
549,1.0,2,5.71,2.5,68.3,54.0,6.21,6.12,4.2,3641.6719333996043
550,0.64,4,10.0,8.75,61.8,54.0,5.54,5.56,3.43,2993.05071351707
551,1.05,6,8.57,2.5,62.2,59.0,6.44,6.51,4.03,4384.606325617842
552,1.53,10,4.28,5.0,62.7,56.0,7.39,7.31,4.61,7468.623244450902
553,0.42,4,8.57,5.0,60.9,57.0,4.85,4.87,2.96,1226.8227342014543
554,0.59,6,5.71,3.75,59.3,58.0,5.45,5.51,3.25,1819.2398334654008
555,0.42,6,2.85,3.75,61.2,60.0,4.78,4.82,2.94,679.5252404447565
556,1.01,8,2.85,2.5,62.6,59.0,6.24,6.35,3.94,3811.4236551816994
557,0.34,4,8.57,6.25,62.1,56.0,4.48,4.5,2.79,1015.3625494839198
558,0.3,10,8.57,5.0,60.7,59.0,4.3,4.33,2.62,622.9485524056818
559,0.31,4,4.28,8.75,62.2,56.0,4.34,4.37,2.71,971.7186438560548
560,0.74,4,5.71,5.0,61.3,55.0,5.82,5.89,3.59,2773.6996579342867
561,1.0,10,7.14,2.5,60.2,62.0,6.53,6.45,3.91,4087.0687593974562
562,0.91,6,4.28,3.75,62.7,56.0,6.14,6.18,3.86,3460.5489206314596
563,0.4,4,4.28,10.0,61.9,55.0,4.76,4.77,2.95,1549.7360067598456
564,0.6,6,10.0,5.0,63.1,54.0,5.41,5.33,3.39,2213.2377122870585
565,0.82,4,8.57,2.5,62.6,55.0,5.94,5.98,3.73,3040.956197032123
566,1.0,10,8.57,6.25,61.4,58.0,6.44,6.42,3.95,4630.852850877056
567,0.3,6,5.71,8.75,63.4,56.0,4.31,4.27,2.72,1002.8444855708185
568,0.72,10,8.57,3.75,59.5,59.0,5.87,5.83,3.48,2716.1988791431813
569,0.72,10,1.42,3.75,62.0,58.0,5.74,5.77,3.57,2124.535328734257
570,1.0,4,2.85,3.75,59.8,57.0,6.44,6.5,3.87,4134.251048705582
571,1.57,6,4.28,6.25,62.8,60.0,7.36,7.44,4.65,7859.772796797357
572,0.32,4,10.0,5.0,61.9,55.0,4.44,4.41,2.74,854.0461137304155
573,0.71,4,7.14,2.5,61.4,55.0,5.76,5.78,3.54,2362.5205925169867
574,0.31,6,4.28,6.25,61.4,61.0,4.33,4.36,2.67,589.0672892853199
575,0.7,4,4.28,2.5,62.1,55.0,5.69,5.72,3.54,2102.416924683661
576,1.29,6,1.42,2.5,63.5,57.0,6.89,6.87,4.37,5378.951183776795
577,0.32,4,7.14,5.0,62.3,56.0,4.4,4.37,2.73,702.4072432410703
578,0.32,10,5.71,6.25,62.8,59.0,4.37,4.33,2.73,721.1228743023185
579,1.21,6,5.71,2.5,62.8,60.0,6.7,6.77,4.23,5178.311184283657
580,1.01,10,7.14,5.0,60.4,59.0,6.52,6.46,3.92,4521.887762531804
581,0.3,10,8.57,5.0,59.2,59.0,4.37,4.41,2.6,608.204954709543
582,0.83,4,4.28,2.5,62.3,54.0,6.04,6.07,3.77,2825.947759794646
583,0.34,4,5.71,5.0,62.1,55.0,4.46,4.49,2.78,689.2999803221264
584,0.89,6,2.85,5.0,63.1,55.0,6.09,6.17,3.87,3359.6444855468453
585,0.31,4,7.14,7.5,61.7,55.0,4.33,4.36,2.68,1010.0662506956414
586,1.53,10,1.42,6.25,60.1,59.0,7.51,7.47,4.5,7718.859499449603
587,0.7,10,7.14,5.0,59.4,61.0,5.83,5.79,3.45,2667.4616155067633
588,0.81,4,2.85,5.0,62.4,54.8,5.98,6.01,3.75,2918.0480597794667
589,0.9,10,1.42,3.75,62.8,59.0,6.13,6.03,3.82,3217.9205391723626
590,1.24,6,1.42,2.5,63.3,60.0,6.83,6.75,4.29,5114.443169803881
591,0.72,10,4.28,3.75,62.7,59.0,5.73,5.69,3.58,2293.2096855022864
592,0.35,10,4.28,2.5,62.0,58.0,4.47,4.5,2.78,251.826610946222
593,1.07,4,1.42,5.0,61.6,56.0,6.59,6.55,4.04,4554.954735095353
594,1.19,6,4.28,3.75,60.8,59.0,6.84,6.87,4.17,5271.747199535739
595,1.0,6,10.0,2.5,63.5,59.0,6.35,6.32,4.02,4101.53851460481
596,0.43,10,7.14,3.75,61.3,60.0,4.86,4.83,2.97,965.8563775831462
597,0.57,4,4.28,6.25,61.0,57.0,5.37,5.34,3.26,1971.5507628823798
598,0.8,4,2.85,6.25,61.9,54.1,5.92,5.98,3.69,3101.576704249601
599,0.36,10,7.14,3.75,60.2,58.0,4.6,4.63,2.78,633.2454840193186
600,0.9,10,7.14,2.5,60.5,57.0,6.23,6.2,3.76,3518.3326560342357
601,1.0,8,7.14,2.5,63.4,60.0,6.28,6.33,4.0,3895.9588316576246
602,1.5,10,4.28,2.5,62.1,59.0,7.28,7.24,4.51,7010.479353210778
603,1.03,8,8.57,6.25,63.3,59.0,6.4,6.45,4.07,4653.438792801953
604,0.55,10,5.71,5.0,59.6,59.0,5.36,5.32,3.18,1744.7109769665167
605,0.96,4,7.14,1.25,60.7,55.0,6.41,6.37,3.88,3736.16409296279
606,0.4,4,8.57,7.5,61.6,56.0,4.73,4.78,2.93,1464.2015259864893
607,1.07,4,5.71,3.75,60.2,57.0,6.7,6.59,4.0,4728.80467684203
608,0.39,6,8.57,5.0,60.0,56.0,4.76,4.81,2.87,1075.9689199049099
609,0.32,6,5.71,2.5,62.4,59.0,4.35,4.4,2.73,202.7382922247907
610,0.33,10,4.28,6.25,62.1,59.0,4.43,4.46,2.76,634.4057239987214
611,0.8,4,7.14,3.75,62.4,57.0,5.9,5.87,3.67,3054.477525444403
612,1.18,6,4.28,3.75,60.1,59.0,6.83,6.88,4.11,5322.705643506775
613,1.1,4,5.71,6.25,62.0,58.0,6.59,6.64,4.1,5080.072527689406
614,2.11,4,1.42,6.25,61.8,56.2,8.2,8.23,5.07,11503.45865321854
615,1.07,6,5.71,2.5,62.9,59.0,6.51,6.58,4.12,4230.062280738337
616,0.31,4,7.14,10.0,61.2,57.0,4.35,4.38,2.67,1340.2814157641096
617,0.32,4,10.0,2.5,59.5,57.0,4.47,4.5,2.67,506.4152131091014
618,0.9,10,7.14,2.5,62.3,57.0,6.18,6.15,3.84,3381.2470896620434
619,1.22,10,5.71,3.75,61.2,60.0,6.82,6.75,4.15,5589.132034482249
620,1.02,10,4.28,3.75,59.2,58.0,6.6,6.57,3.9,4316.2754877943025
621,1.0,10,2.85,5.0,61.6,59.0,6.47,6.39,3.96,4105.897742924242
622,1.35,8,2.85,2.5,57.9,60.0,7.33,7.29,4.23,6339.86806636851
623,0.33,10,8.57,3.75,59.6,60.0,4.51,4.48,2.68,592.6381596557167
624,1.1,10,4.28,3.75,63.0,58.0,6.6,6.55,4.14,4533.599706349074
625,0.23,6,7.14,7.5,59.6,57.0,3.98,4.0,2.38,646.1735659606857
626,1.2,4,8.57,2.5,62.5,55.0,6.77,6.84,4.25,5329.461350098236
627,1.01,4,7.14,6.25,62.5,54.0,6.46,6.43,4.03,4586.381471406115
